slide_name,specimen_name,date_slide_prepped,preparator,slide_type,arthropod_cuticle.,branchiopod_cuticle.,clamShrimp_cuticle.,plant.algal_cuticle.,other.,Morpho1,Morpho3,Preservation,strat_height,Description.notes,Imaged,sample_name,Mass..g.,Mesh,HF_date,Water_.date,Collection_date,acid_time,rinse_time,Inspection.complete.,Notes_pre.maceration,Notes_duringmaceration,Notes_post.maceration,Notes_microscopeobservations,rock_name,base..from.lower.SS..cm.,top.from.lower.SS..cm.,date_collected,collector,field_notes,locality_name,microsite_name,lat,long,rock_unit,site_notes,Va1,Va2,PhL,NoH,No,OrR,TrP,OrS,ApT,Va,Tr,BrF,NoC,TrA,ApW,BrA,U,ApB,Ap,Va3,Sp,OrF,Ph,TrS,SpT,Ap?,Br,Va4,Va6,Va?,Or?,BrM,Or,Tr?,TrC,SpS,PhI,PhS
CSD-372,CSD-372b,9/15/23,Jamie Hernandez,specimen,x,,,,x,Or,OrR1,NA,82,cluster of 3; collected shreya 8/9/23,x,CSD-23-I.1,3.7,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,abdominal segment of branchiopod*; algal branch*; frisbeekite; tergopleurae; large serrated lobe,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-372,CSD-372c,9/15/23,Jamie Hernandez,specimen,x,,,,,Ap,ApW3,1,82,elongate appendage fragment; collected shreya 8/9/23,x,CSD-23-I.1,3.7,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,abdominal segment of branchiopod*; algal branch*; frisbeekite; tergopleurae; large serrated lobe,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSA-56,CSA-56a,10/19/23,Jamie Hernandez,specimen,x,x,x,,,Va,Va,NA,82,clam shrimp scrap; coll Liuliu 4/11/23,NA,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSA-56,CSA-56b,10/19/23,Jamie Hernandez,specimen,x,x,x,,,Va,Va,NA,82,clam shrimp scrap; coll Liuliu 4/11/23,NA,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSA-56,CSA-56c,10/19/23,Jamie Hernandez,specimen,,,,x,,No,NoC1,NA,82,algal circular node; coll Liuliu 4/11/23,NA,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-306,CSD-306,4/24/23,Liuliu Gould,specimen,x,,,,,Ap,Ap,NA,82,interesting socketed cuticle fragments; collected Liuliu 4/24/23,NA,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-307,CSD-307,4/24/23,Liuliu Gould,specimen,x,x,,,,Tr,TrP1,2,82,tergopleurae pair **can see filters**; collected Liuliu 4/24/23,x,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-308,CSD-308,4/24/23,Liuliu Gould,specimen,x,x,,,,Ap,ApB3,2,82,filtering setae; collected Liuliu 4/24/23,x,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-309,CSD-309,4/24/23,Liuliu Gould,specimen,x,x,,,,Ap,ApT1,1,82,cuticle shovel missing distal end; collected Liuliu 4/24/23,x,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-335,CSD-335,4/29/23,Shreya Jariwala,specimen,,,,,x,Or,OrF1,2,82,frisbee kite disc; liuliu 4/24/23,NA,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-340,CSD-340,4/29/23,Shreya Jariwala,specimen,x,,,,,U,U,NA,82,small arthropod scrap; liuliu 4/24/23,NA,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-363,CSD-363,9/13/23,Jamie Hernandez,specimen,,,,,x,Or,OrF1,1,82,"just tail of frisbeekite, wrapped in circle; collected jamie 8/25/23",x,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-364,CSD-364a,9/13/23,Jamie Hernandez,specimen,,,,,x,Or,OrF1,2,82,two frisbeekites; collected jamie 8/28/23,x,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-364,CSD-364b,9/13/23,Jamie Hernandez,specimen,,,,,x,Or,OrF1,1,82,two frisbeekites; collected jamie 8/28/23,x,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-365,CSD-365a,9/13/23,Jamie Hernandez,specimen,,,,,x,No,NoC3,1,82,(a) algal node; collected jamie 9/6/23,x,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-365,CSD-365b,9/13/23,Jamie Hernandez,specimen,x,,,,,Ap,Ap,NA,82,"(a) algal node; (b+c) two small arthropod pieces including a spike terminal appendage, (d) plant cuticle; collected jamie 9/6/23",x,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-365,CSD-365c,9/13/23,Jamie Hernandez,specimen,,,,,,Ap,ApT,NA,82,"(a) algal node; (b+c) two small arthropod pieces including a spike terminal appendage, (d) plant cuticle; collected jamie 9/6/23",NA,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-365,CSD-365d,9/13/23,Jamie Hernandez,specimen,x,x,x,,,Va,Va,NA,82,"(a) algal node; (b+c) two small arthropod pieces including a spike terminal appendage, (d) plant cuticle; collected jamie 9/6/23",NA,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-366,CSD-366,9/14/23,Jamie Hernandez,specimen,x,x,,,,Tr,TrP1,1,82,scrap of tergopleura; collected jamie 8/23/23,x,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-367,CSD-367,9/14/23,Jamie Hernandez,specimen,x,,,,,Ap,Ap,1,82,small arthropod(maybe algal?) cuticle bit with socket;mcollected shreya 9/5/23,x,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-368,CSD-368a,9/14/23,Jamie Hernandez,specimen,x,,,,,Tr,Tr,1,82,arthropod scrap; collected shreya 9/5/23,x,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-374,CSD-374,10/11/23,Shreya Jariwala,specimen,,,,x,,Br,Br,NA,82,wavy plant stem; coll Shreya 10/4/23,NA,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-376,CSD-376,10/11/23,Shreya Jariwala,specimen,,,,,x,Or,OrF1,2,82,frisbeekite disc; coll Shreya 10/4/23,x,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-377,CSD-377a,10/13/23,Jamie Hernandez,specimen,,,,,x,Or,OrF1,1,82,broken frisbeekite disc; collected Jamie 10/12/23,x,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-377,CSD-377b,10/13/23,Jamie Hernandez,specimen,,,,x,,Ph,PhL,NA,82,liverwort scrap,x,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-377,CSD-377c,10/13/23,Jamie Hernandez,specimen,x,,,,,Ap,Ap,1,82,arthropod scrap; collected Jamie 10/12/23,x,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-377,CSD-377d,10/13/23,Jamie Hernandez,specimen,x,,,,,Ap,Ap,1,82,arthropod scrap; collected Jamie 10/12/23,x,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-378,CSD-378,10/13/23,Jamie Hernandez,specimen,x,,,,x,U,U,NA,82,"""V"" shaped cuticle that may be arthropod, algal branch; collected Jamie 10/10/23",NA,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-379,CSD-379a,10/13/23,Jamie Hernandez,specimen,,,,,x,Or,OrF1,2,82,frisbeekite discs w partial tail; collected jamie 10/10/23,x,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-379,CSD-379b,10/13/23,Jamie Hernandez,specimen,,,,,x,Or,OrF1,1,82,frisbeekite disc with degraded texture; collected jamie 10/10/23,x,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-380,CSD-380a,10/13/23,Jamie Hernandez,specimen,x,,,,x,Or,OrR1,NA,82,partial orb; collected jamie 10/11/23,x,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-380,CSD-380b,10/13/23,Jamie Hernandez,specimen,x,,,,x,Or,OrR1,NA,82,partial orb; collected jamie 10/11/23,x,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-380,CSD-380c,10/13/23,Jamie Hernandez,specimen,x,,,,x,No,No,1,82,partial algal node (NoH1 or something different?); collected jamie 10/11/23,x,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-381,CSD-381a,10/13/23,Jamie Hernandez,specimen,x,x,x,,,Va,Va,1,82,arthropod (clam shrimp?) cuticle scrap with internal spore things; collected jamie 9/20/23,x,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-381,CSD-381b,10/13/23,Jamie Hernandez,specimen,x,x,,,,Ap,ApT3,1,82,degraded shrimp tail frag; collected jamie 9/20/23,x,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-385,CSD-385,10/18/23,Shreya Jariwala,specimen,,,,,x,Or,OrR1,NA,82,isolated orb; collected Guillermo 10/2/23,x,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-386,CSD-386,10/18/23,Shreya Jariwala,specimen,x,,,,,Sp,SpT,NA,82,Curved thorn; coll. Guillermo 10/2/23,NA,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-387,CSD-387,10/18/23,Shreya Jariwala,specimen,,,,,,Va,Va3,NA,82,ridged thick cuticle with broken edges--clam shrimp?; coll. Guillermo 10/2/23,NA,CSD-23-I.2,5.1,0,4/8/23,4/11/23,4/17/23,3,6,0,"liverworts on both sides, ostracods and beautifully branching liverworts on the other*closely associated with CSD-23-H","well-dissolved mostly, some chunks",nice liverworts,0,6.27.22-CSD-3,80,84,6/27/22,Susan Tremblay,"liverwort and other plant bearing rocks collected by Susan, top of l.w. layer",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
