slide_name,specimen_name,date_slide_prepped,preparator,slide_type,arthropod_cuticle.,branchiopod_cuticle.,clamShrimp_cuticle.,plant.algal_cuticle.,other.,Morpho1,Morpho2,Morpho3,Preservation,strat_height,Description.notes,no_specimens,Imaged,sample_name,Mass..g.,Mesh,HF_date,Water_.date,Collection_date,acid_time,rinse_time,Inspection.complete.,Notes_pre.maceration,Notes_duringmaceration,Notes_post.maceration,Notes_microscopeobservations,rock_name,base..from.lower.SS..cm.,top.from.lower.SS..cm.,date_collected,collector,field_notes,locality_name,microsite_name,lat,long,rock_unit,site_notes
CSD-185,CSD-185c,2/16/23,Layla Chapeta,specimen,x,,,,,U,U,U,1,76,"elongate cuticle with seeming cellular structure, unclear if plant or arthropod or algae; collected Guillermo 10/18/2022",1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-191,CSD-191,2/17/23,Guillermo Roque,specimen,x,,,,,Ap,Ap,Ap,1,76,"weird cuticle specimen, kind of thin; collected 10/28/22 by Guillermo",1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-192,CSD-192a,2/17/23,Guillermo Roque,specimen,x,,,,,Ap,ApW,ApW1,2,76,cuticle with sockets; cover slip broke,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-192,CSD-192b,2/17/23,Guillermo Roque,specimen,,,,x,,Br,BrF,BrF,1,76,fibrous plant with interesting internal texture; cover slip broke,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-199,CSD-199a,2/28/23,Shreya Jariwala,specimen,,,,x,,Ph,PhL,PhL_II,NA,76,liverwort with herbivory,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-199,CSD-199b,2/28/23,Shreya Jariwala,specimen,,,,,x,Or,OrF,OrF1,NA,76,frisbeekite(?) connected to liverwort,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-199,CSD-199c,2/28/23,Shreya Jariwala,specimen,,,,x,,Ph,PhL,PhL_III,NA,76,liverwort with herbivory connected to frisbeekite(?),1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-200,CSD-200,2/28/23,Shreya Jariwala,specimen,x,,,,,Ap,ApT,ApT1,1,76,"partial appendage, scrap of liverwort",1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-201,CSD-201a,2/28/23,Shreya Jariwala,specimen,x,,,,,Ap,Ap,Ap,1,76,possible cuticle scrap,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-201,CSD-201b,2/28/23,Shreya Jariwala,specimen,,,,,x,U,U,U,NA,76,many small circles--real specimen or contam?,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-215,CSD-215,3/29/23,Tanner Frank,specimen,x,,,,,Ap,Ap,Ap,NA,76,"toothy cuticle, broke in prep; collected by Guillermo",1,NA,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-223,CSD-223,4/15/23,Liuliu Gould,specimen,,,,x,,No,NoH,NoH1,2,76,partial node with projecting branches; collected Jamie 3/7/23,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-224,CSD-224,4/16/23,Liuliu Gould,specimen,x,,,,,Sp,SpT,SpT2,2,76,spikes; collected Jamie 2/24/23 ,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-225,CSD-225a,4/17/23,Liuliu Gould,specimen,,,,,x,Or,OrR,OrR3,NA,76,orbs; collected Jamie 3/3/23,1,NA,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-225,CSD-225b,4/17/23,Liuliu Gould,specimen,,,,,x,Tr,Tr,Tr,1,76,cuticle scrap?; collected Jamie 3/3/23,1,NA,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-227,CSD-227,4/19/23,Shreya Jariwala,specimen,x,,,,,Ap,ApT,ApT1,1,76,basal part of shaft; collected 03/06/23,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-228,CSD-228,4/20/23,Shreya Jariwala,specimen,x,,,,,Ap,ApT,ApT1,2,76,half of shovel appendage; collected 03/06/23,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-229,CSD-229,4/21/23,Shreya Jariwala,specimen,x,,,,,Ap,ApT,ApT1,1,76,liverwort over terrminus of shovel appendage; collected 03/06/23,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-230,CSD-230,4/22/23,Shreya Jariwala,specimen,x,,,,,U,U,U,NA,76,circular cuticle with tiny circles--compound eye??!; collected 03/06/23,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-233,CSD-233,5/6/23,Jamie Hernandez,specimen,x,x,x,,,Va,Va1,Va1,NA,76,large piece of clam shrimp cuticle but not capturing valve border; collected by Jamie 2/24/23,1,NA,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-234,CSD-234,5/7/23,Jamie Hernandez,specimen,x,x,,,,Ap,ApB,ApB2,NA,76,partial serrated lobe; collected by Jamie 2/23/23,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-245,CSD-245,4/3/23,Liuliu Gould,specimen,x,x,x,,,Va,Va2,Va2,1,76,clam shrimp with very thin growth lines?; collected by Shreya 3/7/23,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-246,CSD-246a,4/3/23,Liuliu Gould,specimen,x,x,,,,Ap,ApB,ApB2,1,76,serrated edge; collected by Shreya 3/7/23,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-246,CSD-246b,4/3/23,Liuliu Gould,specimen,x,,,,,Ap,Ap,Ap,NA,76,strange cuticle; collected by Shreya 3/7/23,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-267,CSD-267,4/4/23,Shreya Jariwala,specimen,x,,,,,Sp,Sp,Sp,1,76,cuticle scrap with small circular structure; Guillermo 10/7/22,1,NA,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-450,CSD-450a,2/12/24,Shreya Jariwala,specimen,,,,,x,Or,OrR,OrR3,NA,76,2.5 connected orbs,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-450,CSD-450b,2/12/24,Shreya Jariwala,specimen,,,,,,U,U,U,NA,76,OrR or possibly arthropod scrap?,1,x (could use better photo),CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-85,CSD-85a,9/22/22,Liuliu Gould,specimen,x,,,,,Ap,ApT,ApT,2,76,rectuangular cuticle with double lobe/socket at base; mandible? Possibly also alga…,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-85,CSD-85b,9/22/22,Liuliu Gould,specimen,x,,,,,Tr,Tr,Tr,2,76,"oval cuticle, very lightly sclerotized, has internal lobe-like structure w 1 spine",1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-85,CSD-85c,9/22/22,Liuliu Gould,specimen,x,,,,,Ap,ApB,ApB,1,76,a few SpS1 serrations,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-86,CSD-86a,9/22/22,Liuliu Gould,specimen,x,,,,,Ap,ApT,ApT1,1,76,double spike,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-86,CSD-86b,9/22/22,Liuliu Gould,specimen,x,,,,,Sp,SpS,SpS5,2,76,5 spikes embedded in degraded cuticle,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-86,CSD-86c,9/22/22,Liuliu Gould,specimen,x,x,,,,Ap,ApB,ApB,1,76,scrap of serrated margin,1,x,CSD-22-B,~6,105µm,7/27/22,7/29/22,8/3/22,2,5,0,"thin, dark grey-green shale pieces with some yellowy and rusty spots; very nice ostracods; shiny surface liverworts","dissolved quickly, lots of plant material and sediment",large liverworts,**smaller liverworts but lots of arthropod frags including fairy shrimp bits! Including setaceous endites; articulated arthropod walking leg with spines and macrosetal socket; collected by Guillermo 9/30/2022,6.28.22-CSD-1,75.5,76.5,6/28/22,Tanner Frank,"loose rocks with nice liverworts from CSD, includes an individually wrapped conchostracan from the same place",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
