slide_name,specimen_name,date_slide_prepped,preparator,slide_type,arthropod_cuticle?,branchiopod_cuticle?,clamShrimp_cuticle?,plant-algal_cuticle?,other?,Morphotype,Preservation,Description/notes,no_specimens,Imaged,sample_name,Mass (g),Mesh,HF_date,Water_ date,Collection_date,acid_time,rinse_time,Inspection complete?,Notes_pre-maceration,Notes_duringmaceration,Notes_post-maceration,Notes_microscopeobservations,rock_name,base  from lower SS (cm),top from lower SS (cm),date_collected,collector,field_notes,locality_name,microsite_name,lat,long,rock_unit,site_notes
CSC-34,CSC-34b,10/6/22,Liuliu Gould,specimen,,,,,x,OrR,NA,single circle; collected 2/18/2022,1,NA,CSC-21-D,3.59,105µm,10/26/21,10/28/21,11/3/21,2,6,x,"lots of liverworts and ostracods, mostly on one side",large lw flakes,0,"caudal furca*, *other cuticle,  shrimp trunk segment, discs*, tergopleurae*, articulated trunk segments**, hexagons*, sacs*; clam shrimp frags*. Leg thing*, weird clam shrimp with circles in it*",6.16.21-CSC-4,"""productive marker""",NA,6/16/21,NA,"""#3 CSC""; larger than other samples from that day",Cairo Quarry,CS_C,42.31947,-74.04779,Plattekill Fm.,"=Ms 3, noted by Susan to be productive"
CSC-33,CSC-33,10/6/22,Liuliu Gould,specimen,,,,,x,OrR1,NA,cluster of spheres,1,NA,CSC-21-E,6.17,150µm,6/8/22,6/9/22,6/13/22,1,4,0,"thin, flaky, dark greenish grey with darker liverworts, very nice! Darker black sides have dense ostracods, some orange rusty bits; two pieces",0,"dense with organic flakes and large, intact l.w's, plus at least one greyish ""pebble""**",0,6.28.21-CSC-2,"""lower"" see  flag ",NA,6/28/21,Dana Frank,coll. D. Frank; loose; very nice liverworts and ostracods on surface!,Cairo Quarry,CS_C,42.31947,-74.04779,Plattekill Fm.,"=Ms 3, noted by Susan to be productive"
CSD-106,CSD-106,10/4/22,Layla Chapeta,specimen,,,,,x,OrR,NA,cluster of spheres,1,NA,CSD-???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSD-108,CSD-108,10/4/22,Layla Chapeta,specimen,x,x,,,,ApB,1,"supposed to be serrated appendage, but I think it's very damaged",1,NA,CSD-???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSD-3,CSD-3,NA,NA,specimen,,,,,,U,NA,listed as tergopleurae but photo looks like valve/eggsac? Double check,1,NA,CSD-21-B,6.2,105µm,8/13/21,8/17/21,8/20/21,4,3,x,"liverworts, more on one side",well dissolved,0,"liverwort herbivory*, circular discs*, hexagon node*, nice frisbeekite*,  ""exopod""serrated paddle***; ""maxilla"" shovel***; 3 articulated trunk segments of shrimp*, furcal rami**, bilobed cuticle***",6.15.21-CSD-2,NA,NA,6/15/21,Chuck Ver Straeten,"""Kens -2, coll. Chuck just above sandstone base, liverworts; Chuck found loose flakes with l.w's, Susan packaged, ~1 cm",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-5,CSD-5,NA,NA,specimen,x,,,,,Tr,1,segments (degraded),1,NA,CSD-21-B,6.2,105µm,8/13/21,8/17/21,8/20/21,4,3,x,"liverworts, more on one side",well dissolved,0,"liverwort herbivory*, circular discs*, hexagon node*, nice frisbeekite*,  ""exopod""serrated paddle***; ""maxilla"" shovel***; 3 articulated trunk segments of shrimp*, furcal rami**, bilobed cuticle***",6.15.21-CSD-2,NA,NA,6/15/21,Chuck Ver Straeten,"""Kens -2, coll. Chuck just above sandstone base, liverworts; Chuck found loose flakes with l.w's, Susan packaged, ~1 cm",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-6,CSD-6,NA,NA,specimen,x,,,,,Va,NA,short cylinder with 2 lines (setae?),1,NA,CSD-21-B,6.2,105µm,8/13/21,8/17/21,8/20/21,4,3,x,"liverworts, more on one side",well dissolved,0,"liverwort herbivory*, circular discs*, hexagon node*, nice frisbeekite*,  ""exopod""serrated paddle***; ""maxilla"" shovel***; 3 articulated trunk segments of shrimp*, furcal rami**, bilobed cuticle***",6.15.21-CSD-2,NA,NA,6/15/21,Chuck Ver Straeten,"""Kens -2, coll. Chuck just above sandstone base, liverworts; Chuck found loose flakes with l.w's, Susan packaged, ~1 cm",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-8,CSD-8,NA,NA,specimen,,,,,x,OrR3,NA,series of segments/circles,1,NA,CSD-21-B,6.2,105µm,8/13/21,8/17/21,8/20/21,4,3,x,"liverworts, more on one side",well dissolved,0,"liverwort herbivory*, circular discs*, hexagon node*, nice frisbeekite*,  ""exopod""serrated paddle***; ""maxilla"" shovel***; 3 articulated trunk segments of shrimp*, furcal rami**, bilobed cuticle***",6.15.21-CSD-2,NA,NA,6/15/21,Chuck Ver Straeten,"""Kens -2, coll. Chuck just above sandstone base, liverworts; Chuck found loose flakes with l.w's, Susan packaged, ~1 cm",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-10,CSD-10,NA,NA,specimen,,,,,x,OrR1,NA,clumpy circle cluster,1,NA,CSD-21-B,6.2,105µm,8/13/21,8/17/21,8/20/21,4,3,x,"liverworts, more on one side",well dissolved,0,"liverwort herbivory*, circular discs*, hexagon node*, nice frisbeekite*,  ""exopod""serrated paddle***; ""maxilla"" shovel***; 3 articulated trunk segments of shrimp*, furcal rami**, bilobed cuticle***",6.15.21-CSD-2,NA,NA,6/15/21,Chuck Ver Straeten,"""Kens -2, coll. Chuck just above sandstone base, liverworts; Chuck found loose flakes with l.w's, Susan packaged, ~1 cm",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-11,CSD-11,NA,NA,specimen,,,,x,,NoH1,1,partial pentagon,1,NA,CSD-21-B,6.2,105µm,8/13/21,8/17/21,8/20/21,4,3,x,"liverworts, more on one side",well dissolved,0,"liverwort herbivory*, circular discs*, hexagon node*, nice frisbeekite*,  ""exopod""serrated paddle***; ""maxilla"" shovel***; 3 articulated trunk segments of shrimp*, furcal rami**, bilobed cuticle***",6.15.21-CSD-2,NA,NA,6/15/21,Chuck Ver Straeten,"""Kens -2, coll. Chuck just above sandstone base, liverworts; Chuck found loose flakes with l.w's, Susan packaged, ~1 cm",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-12,CSD-12,NA,NA,specimen,,,,,x,No,NA,circular hole?,1,NA,CSD-21-B,6.2,105µm,8/13/21,8/17/21,8/20/21,4,3,x,"liverworts, more on one side",well dissolved,0,"liverwort herbivory*, circular discs*, hexagon node*, nice frisbeekite*,  ""exopod""serrated paddle***; ""maxilla"" shovel***; 3 articulated trunk segments of shrimp*, furcal rami**, bilobed cuticle***",6.15.21-CSD-2,NA,NA,6/15/21,Chuck Ver Straeten,"""Kens -2, coll. Chuck just above sandstone base, liverworts; Chuck found loose flakes with l.w's, Susan packaged, ~1 cm",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-14,CSD-14,NA,NA,specimen,,,,,x,OrF1,1,partial bullseye,1,NA,CSD-21-B,6.2,105µm,8/13/21,8/17/21,8/20/21,4,3,x,"liverworts, more on one side",well dissolved,0,"liverwort herbivory*, circular discs*, hexagon node*, nice frisbeekite*,  ""exopod""serrated paddle***; ""maxilla"" shovel***; 3 articulated trunk segments of shrimp*, furcal rami**, bilobed cuticle***",6.15.21-CSD-2,NA,NA,6/15/21,Chuck Ver Straeten,"""Kens -2, coll. Chuck just above sandstone base, liverworts; Chuck found loose flakes with l.w's, Susan packaged, ~1 cm",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-15,CSD-15,NA,NA,specimen,,,,,x,OrF1,1,partial bullseye,1,NA,CSD-21-B,6.2,105µm,8/13/21,8/17/21,8/20/21,4,3,x,"liverworts, more on one side",well dissolved,0,"liverwort herbivory*, circular discs*, hexagon node*, nice frisbeekite*,  ""exopod""serrated paddle***; ""maxilla"" shovel***; 3 articulated trunk segments of shrimp*, furcal rami**, bilobed cuticle***",6.15.21-CSD-2,NA,NA,6/15/21,Chuck Ver Straeten,"""Kens -2, coll. Chuck just above sandstone base, liverworts; Chuck found loose flakes with l.w's, Susan packaged, ~1 cm",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-18,CSD-18,NA,NA,specimen,,,,x,,PhL,NA,liverwort herbivory,1,NA,CSD-21-B,6.2,105µm,8/13/21,8/17/21,8/20/21,4,3,x,"liverworts, more on one side",well dissolved,0,"liverwort herbivory*, circular discs*, hexagon node*, nice frisbeekite*,  ""exopod""serrated paddle***; ""maxilla"" shovel***; 3 articulated trunk segments of shrimp*, furcal rami**, bilobed cuticle***",6.15.21-CSD-2,NA,NA,6/15/21,Chuck Ver Straeten,"""Kens -2, coll. Chuck just above sandstone base, liverworts; Chuck found loose flakes with l.w's, Susan packaged, ~1 cm",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-19,CSD-19,NA,NA,specimen,x,,,,,OrR1,NA,circular cuticle or sac,1,NA,CSD-21-B,6.2,105µm,8/13/21,8/17/21,8/20/21,4,3,x,"liverworts, more on one side",well dissolved,0,"liverwort herbivory*, circular discs*, hexagon node*, nice frisbeekite*,  ""exopod""serrated paddle***; ""maxilla"" shovel***; 3 articulated trunk segments of shrimp*, furcal rami**, bilobed cuticle***",6.15.21-CSD-2,NA,NA,6/15/21,Chuck Ver Straeten,"""Kens -2, coll. Chuck just above sandstone base, liverworts; Chuck found loose flakes with l.w's, Susan packaged, ~1 cm",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-20,CSD-20a,NA,NA,specimen,,,,,x,OrF1,NA,Frisbeekite discs,1,NA,CSD-21-C,3.4,150µm,8/17/21,8/20/21,8/26/21,3,6,x,69-65 cm; liverworts and ostracods on one side,0,"sample looks good, large flakes, fossils tend to clump, fair amount of sediment, not as many fossils as CSD21B","*stacked tergopleurae; discs*,  clusters; spied cuticle; liverwort herbvory*;",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-20,CSD-20b,NA,NA,specimen,,,,,x,OrF1,NA,Frisbeekite discs,1,NA,CSD-21-C,3.4,150µm,8/17/21,8/20/21,8/26/21,3,6,x,69-65 cm; liverworts and ostracods on one side,0,"sample looks good, large flakes, fossils tend to clump, fair amount of sediment, not as many fossils as CSD21B","*stacked tergopleurae; discs*,  clusters; spied cuticle; liverwort herbvory*;",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-23,CSD-23,NA,NA,specimen,,,,,x,OrR3,NA,clusters of circles (cells?),1,NA,CSD-21-C,3.4,150µm,8/17/21,8/20/21,8/26/21,3,6,x,69-65 cm; liverworts and ostracods on one side,0,"sample looks good, large flakes, fossils tend to clump, fair amount of sediment, not as many fossils as CSD21B","*stacked tergopleurae; discs*,  clusters; spied cuticle; liverwort herbvory*;",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-24,CSD-24,NA,NA,specimen,x,x,x,,,Va,NA,large (broken) clam shrimp,1,NA,CSD-21-C,3.4,150µm,8/17/21,8/20/21,8/26/21,3,6,x,69-65 cm; liverworts and ostracods on one side,0,"sample looks good, large flakes, fossils tend to clump, fair amount of sediment, not as many fossils as CSD21B","*stacked tergopleurae; discs*,  clusters; spied cuticle; liverwort herbvory*;",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-25,CSD-25a,NA,NA,specimen,,,,,x,OrR,NA,clusters of large cells/circles,1,NA,CSD-21-C,3.4,150µm,8/17/21,8/20/21,8/26/21,3,6,x,69-65 cm; liverworts and ostracods on one side,0,"sample looks good, large flakes, fossils tend to clump, fair amount of sediment, not as many fossils as CSD21B","*stacked tergopleurae; discs*,  clusters; spied cuticle; liverwort herbvory*;",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-25,CSD-25b,NA,NA,specimen,,,,,x,OrR,NA,clusters of large cells/circles,1,NA,CSD-21-C,3.4,150µm,8/17/21,8/20/21,8/26/21,3,6,x,69-65 cm; liverworts and ostracods on one side,0,"sample looks good, large flakes, fossils tend to clump, fair amount of sediment, not as many fossils as CSD21B","*stacked tergopleurae; discs*,  clusters; spied cuticle; liverwort herbvory*;",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-25,CSD-25c,NA,NA,specimen,,,,,x,OrR,NA,clusters of large cells/circles,1,NA,CSD-21-C,3.4,150µm,8/17/21,8/20/21,8/26/21,3,6,x,69-65 cm; liverworts and ostracods on one side,0,"sample looks good, large flakes, fossils tend to clump, fair amount of sediment, not as many fossils as CSD21B","*stacked tergopleurae; discs*,  clusters; spied cuticle; liverwort herbvory*;",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-26,CSD-26a,NA,NA,specimen,,,,,x,Or,NA,disc,1,NA,CSD-21-C,3.4,150µm,8/17/21,8/20/21,8/26/21,3,6,x,69-65 cm; liverworts and ostracods on one side,0,"sample looks good, large flakes, fossils tend to clump, fair amount of sediment, not as many fossils as CSD21B","*stacked tergopleurae; discs*,  clusters; spied cuticle; liverwort herbvory*;",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-26,CSD-26b,NA,NA,specimen,,,,,x,OrF1,NA,weird disc and bullseye,1,NA,CSD-21-C,3.4,150µm,8/17/21,8/20/21,8/26/21,3,6,x,69-65 cm; liverworts and ostracods on one side,0,"sample looks good, large flakes, fossils tend to clump, fair amount of sediment, not as many fossils as CSD21B","*stacked tergopleurae; discs*,  clusters; spied cuticle; liverwort herbvory*;",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-62,CSD-62,NA,NA,specimen,,,,x,,NoH1,1,"hexagon algal node, pretty degraded",1,NA,CSD-21-C,3.4,150µm,8/17/21,8/20/21,8/26/21,3,6,x,69-65 cm; liverworts and ostracods on one side,0,"sample looks good, large flakes, fossils tend to clump, fair amount of sediment, not as many fossils as CSD21B","*stacked tergopleurae; discs*,  clusters; spied cuticle; liverwort herbvory*;",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-63,CSD-63,NA,NA,specimen,,,,,x,OrR3,NA,"tri-cluster, possible cuticle?",1,NA,CSD-21-C,3.4,150µm,8/17/21,8/20/21,8/26/21,3,6,x,69-65 cm; liverworts and ostracods on one side,0,"sample looks good, large flakes, fossils tend to clump, fair amount of sediment, not as many fossils as CSD21B","*stacked tergopleurae; discs*,  clusters; spied cuticle; liverwort herbvory*;",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-183,CSD-183,2/13/23,Liuliu Gould,specimen,x,,,,,ApT1,NA,arthropod limb shaft with socket,1,NA,CSD-21-C,3.4,150µm,8/17/21,8/20/21,8/26/21,3,6,x,69-65 cm; liverworts and ostracods on one side,0,"sample looks good, large flakes, fossils tend to clump, fair amount of sediment, not as many fossils as CSD21B","*stacked tergopleurae; discs*,  clusters; spied cuticle; liverwort herbvory*;",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-184,CSD-184b,2/13/23,Liuliu Gould,specimen,,,,,x,OrR,NA,3 orb cluster,1,NA,CSD-21-C,3.4,150µm,8/17/21,8/20/21,8/26/21,3,6,x,69-65 cm; liverworts and ostracods on one side,0,"sample looks good, large flakes, fossils tend to clump, fair amount of sediment, not as many fossils as CSD21B","*stacked tergopleurae; discs*,  clusters; spied cuticle; liverwort herbvory*;",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-195,CSD-195,2/22/23,Jamie Hernandez,specimen,,,,,x,OrR1,NA,cluster of 4,1,NA,CSD-21-C,3.4,150µm,8/17/21,8/20/21,8/26/21,3,6,x,69-65 cm; liverworts and ostracods on one side,0,"sample looks good, large flakes, fossils tend to clump, fair amount of sediment, not as many fossils as CSD21B","*stacked tergopleurae; discs*,  clusters; spied cuticle; liverwort herbvory*;",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-203,CSD-203,3/5/23,Liuliu Gould,specimen,x,,,,x,OrR,NA,small cuticle scrap; collected 2/24/2023 by Guillermo,1,NA,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-204,CSD-204,3/6/23,Liuliu Gould,specimen,x,x,x,,,Va2,1,small clam shrimp scrap; collected 3/3/2023 by Guillermo,1,NA,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-206,CSD-206,3/8/23,Liuliu Gould,specimen,x,,,,,Ap,NA,rectangular cuticle; collected 3/3/2023 by Guillermo,1,NA,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-209,CSD-209b,3/11/23,Liuliu Gould,specimen,x,,,,,Ap,NA,cuticle with macrosetae?; collected 2/24/2023 by Guillermo,1,NA,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-212,CSD-212,3/14/23,Liuliu Gould,specimen,,,,,x,OrR3,NA,circular cuticle/thing; collected 2/24/2023 by Guillermo,1,NA,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-213,CSD-213,3/15/23,Liuliu Gould,specimen,x,x,x,,,Va1,NA, ,1,NA,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-219,CSD-219,4/11/23,Liuliu Gould,specimen,,,,x,,PhL,NA,"liverwort scrap, with big cells?; collected Jamie 3/3/23",1,NA,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-248,CSD-248,4/3/23,Liuliu Gould,specimen,,,,,x,OrR1,NA,orbs? Collected Shreya 3/30/23,1,NA,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-251,CSD-251,4/3/23,Liuliu Gould,specimen,x,x,x,,,Va1,1,clam shrimp scrap; shreya collected 3/23/23,1,NA,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-253,CSD-253,4/3/23,Liuliu Gould,specimen,,,,,x,OrR,NA,cluster of spheroids; collected by Shreya 3/23/23,1,NA,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-254,CSD-254a,4/3/23,Liuliu Gould,specimen,x,x,,,,SpS1,1,fragments of SpS1; collected Layla 2/28/23,1,NA,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-254,CSD-254b,4/3/23,Liuliu Gould,specimen,x,x,,,,SpS1,1,fragments of SpS1; collected Layla 2/28/23,1,NA,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-270,CSD-270,4/10/23,Liuliu Gould,specimen,,,,x,,PhL,3,branching liverwort; collected Shreya 3/16/23,1,NA,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-272,CSD-272a,4/10/23,Liuliu Gould,specimen,x,x,x,,,Va1,1,two clam shrimp fragments; collected Shreya 3/21/23,1,NA,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-272,CSD-272b,4/10/23,Liuliu Gould,specimen,x,x,x,,,Va2,1,two clam shrimp fragments; collected Shreya 3/21/23,1,NA,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-279,CSD-279,4/10/23,Liuliu Gould,specimen,x,x,,,,ApB,1,part of a serrated appendage lobe,1,NA,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
ST-29,ST-29a,4/10/23,Liuliu Gould,specimen,,,,,x,OrR,NA,degraded orbs,1,NA,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
